Precio,Area,Habitaciones,Banios,Pisos,Carretera,Huespedes,Sotano,Calefaccion,AC,Estacionamiento,Preferencial,Mobiliario
989800.0,3850.0,3.0,1.0,1,0,1,1,1,1,2,1,2
980000.0,4240.0,3.0,1.0,2,0,1,1,1,0,0,1,1
980000.0,3650.0,3.0,1.0,2,0,1,1,1,1,0,1,2
980000.0,4600.0,4.0,1.0,2,0,1,1,1,1,0,1,1
980000.0,2135.0,3.0,2.0,2,1,1,1,1,1,0,1,2
980000.0,3036.0,3.0,1.0,2,0,1,0,1,1,0,1,1
980000.0,3990.0,3.0,1.0,2,0,1,1,1,1,0,1,1
980000.0,7424.0,3.0,1.0,1,1,1,1,1,1,0,1,2
980000.0,3480.0,3.0,1.0,1,1,1,1,1,0,0,1,2
980000.0,3600.0,6.0,1.0,2,0,1,1,1,1,1,1,2
980000.0,3640.0,2.0,1.0,1,0,1,1,1,1,1,1,1
980000.0,5900.0,2.0,1.0,1,0,1,1,1,1,1,1,0
980000.0,3120.0,3.0,1.0,2,0,1,1,1,1,1,1,2
980000.0,7350.0,2.0,1.0,1,0,1,1,1,1,1,1,1
980000.0,3512.0,2.0,1.0,1,0,1,1,1,1,1,0,2
980000.0,9500.0,3.0,1.0,2,0,1,1,1,1,3,0,2
980000.0,5880.0,2.0,1.0,1,0,1,1,1,1,0,1,2
980000.0,12944.0,3.0,1.0,1,0,1,1,1,1,0,1,2
978040.0,4900.0,3.0,1.0,2,1,1,1,1,1,0,1,2
970200.0,3060.0,3.0,1.0,1,0,1,1,1,1,0,1,2
970200.0,5320.0,2.0,1.0,1,0,1,1,1,1,1,0,2
970200.0,2145.0,3.0,1.0,3,0,1,1,1,1,0,0,0
960400.0,4000.0,2.0,1.0,1,0,1,1,1,1,0,1,2
960400.0,3185.0,2.0,1.0,1,0,1,1,1,1,2,1,2
960400.0,3850.0,3.0,1.0,1,0,1,1,1,1,0,1,2
960400.0,2145.0,3.0,1.0,3,0,1,1,1,1,0,0,0
960400.0,2610.0,3.0,1.0,2,0,1,0,1,1,0,0,2
960400.0,1950.0,3.0,2.0,2,0,1,0,1,1,0,0,2
958440.0,4040.0,2.0,1.0,1,0,1,1,1,1,0,1,2
950600.0,4785.0,3.0,1.0,2,0,0,0,1,0,1,1,0
950600.0,3450.0,3.0,1.0,1,0,1,0,1,1,2,1,2
950600.0,3640.0,2.0,1.0,1,0,1,1,1,1,0,1,0
940800.0,3500.0,4.0,1.0,2,0,1,1,1,0,2,1,2
940800.0,4960.0,4.0,1.0,3,1,1,1,1,1,0,1,1
940800.0,4120.0,2.0,1.0,2,0,1,1,1,1,0,1,2
940800.0,4750.0,2.0,1.0,1,0,1,1,1,1,0,1,2
940800.0,3720.0,2.0,1.0,1,1,1,1,1,0,0,1,2
940800.0,3750.0,3.0,1.0,1,0,1,1,1,1,0,1,2
940800.0,3100.0,3.0,1.0,2,1,1,0,1,1,0,1,1
940800.0,3185.0,2.0,1.0,1,0,1,0,1,1,2,1,0
938840.0,2700.0,3.0,1.0,1,1,1,1,1,1,0,1,0
932960.0,2145.0,3.0,1.0,2,0,1,0,1,1,0,0,0
931000.0,4040.0,2.0,1.0,1,0,1,1,1,1,1,1,2
931000.0,4775.0,4.0,1.0,2,0,1,1,1,1,0,1,2
921200.0,2500.0,2.0,1.0,1,1,1,1,1,0,0,1,2
921200.0,3180.0,4.0,1.0,2,0,1,0,1,0,0,1,2
921200.0,6060.0,3.0,1.0,1,0,0,0,1,1,0,1,0
921200.0,3480.0,4.0,1.0,2,1,1,1,1,1,1,1,1
921200.0,3792.0,4.0,1.0,2,0,1,1,1,1,0,1,1
921200.0,4040.0,2.0,1.0,1,0,1,1,1,1,0,1,2
921200.0,2145.0,3.0,1.0,2,0,1,0,1,1,0,0,0
921200.0,5880.0,3.0,1.0,1,0,1,1,1,1,1,1,2
911400.0,4500.0,2.0,1.0,1,1,1,1,1,1,0,1,1
911400.0,3930.0,2.0,1.0,1,1,1,1,1,1,0,1,2
905520.0,3640.0,4.0,1.0,2,0,1,0,1,1,0,1,2
901600.0,4370.0,3.0,1.0,2,0,1,1,1,1,0,1,2
901600.0,2684.0,2.0,1.0,1,0,1,1,1,0,1,1,2
901600.0,4320.0,3.0,1.0,1,1,1,1,1,1,1,1,2
901600.0,3120.0,3.0,1.0,2,1,1,1,1,1,0,1,0
882000.0,3450.0,1.0,1.0,1,0,1,1,1,1,0,1,0
882000.0,3986.0,2.0,2.0,1,1,0,0,1,1,1,1,2
882000.0,3500.0,2.0,1.0,1,1,1,0,1,1,0,1,1
882000.0,4095.0,2.0,1.0,1,0,1,1,1,1,2,1,1
882000.0,1650.0,3.0,1.0,2,1,1,0,1,1,0,1,2
882000.0,3450.0,3.0,1.0,2,0,1,0,1,1,0,1,1
882000.0,6750.0,2.0,1.0,1,0,1,1,1,1,0,1,1
882000.0,9000.0,3.0,1.0,2,0,1,1,1,1,2,1,1
882000.0,3069.0,2.0,1.0,1,0,1,1,1,1,1,1,2
880040.0,4500.0,3.0,1.0,2,0,1,1,1,0,0,1,2
876120.0,5495.0,3.0,1.0,1,0,1,0,1,1,0,1,2
873278.0,2398.0,3.0,1.0,1,0,1,1,1,1,0,0,1
872200.0,3000.0,3.0,1.0,1,1,1,1,1,0,0,1,2
872200.0,3850.0,3.0,1.0,2,0,1,1,1,1,0,1,2
872200.0,3500.0,2.0,1.0,1,0,1,1,1,1,0,1,2
864360.0,8100.0,2.0,1.0,1,0,1,1,1,1,1,1,2
862400.0,4960.0,2.0,1.0,1,0,1,0,1,0,0,1,2
862400.0,2160.0,3.0,1.0,2,1,1,0,1,1,0,1,1
862400.0,3090.0,2.0,1.0,1,0,0,0,1,1,0,1,2
862400.0,4500.0,2.0,1.0,2,0,1,1,0,1,1,1,1
852600.0,3800.0,2.0,1.0,1,0,1,1,1,1,0,1,2
842800.0,3090.0,3.0,1.0,2,1,1,1,1,1,0,1,1
842800.0,3240.0,3.0,1.0,2,0,1,1,1,1,2,1,1
842800.0,2835.0,2.0,1.0,1,0,1,1,1,1,0,1,1
842800.0,4600.0,2.0,1.0,1,0,1,1,1,1,0,1,0
842800.0,5076.0,3.0,1.0,1,1,1,1,1,1,0,1,2
842800.0,3750.0,3.0,1.0,2,0,1,1,1,1,0,1,2
842800.0,3630.0,4.0,1.0,2,0,1,1,1,1,3,1,1
840840.0,8050.0,2.0,1.0,1,0,1,1,1,1,0,1,2
833000.0,4352.0,4.0,1.0,2,1,1,1,1,1,1,1,2
829080.0,3000.0,2.0,1.0,2,0,1,1,1,1,0,1,1
823200.0,5850.0,3.0,1.0,2,0,1,0,1,1,1,1,2
823200.0,4960.0,2.0,1.0,1,0,1,1,1,1,0,1,2
823200.0,3600.0,3.0,1.0,2,1,1,1,1,1,1,1,2
823200.0,3660.0,4.0,1.0,2,1,1,1,1,1,0,1,2
823200.0,3480.0,3.0,1.0,2,1,1,1,1,1,1,1,1
823200.0,2700.0,2.0,1.0,1,1,1,1,1,1,0,1,0
823200.0,3150.0,3.0,1.0,2,1,1,1,1,1,0,1,2
823200.0,6615.0,3.0,1.0,2,0,1,1,1,1,0,1,1
803600.0,3040.0,2.0,1.0,1,1,1,1,1,1,0,1,2
803600.0,3630.0,2.0,1.0,1,0,1,1,1,1,0,1,2
803600.0,6000.0,2.0,1.0,1,0,1,1,1,1,0,1,1
803600.0,5400.0,4.0,1.0,2,0,1,1,1,1,0,1,2
798700.0,5200.0,4.0,1.0,3,0,1,1,1,1,0,1,2
793800.0,3300.0,3.0,1.0,2,1,1,1,1,1,1,1,1
793800.0,4350.0,3.0,1.0,2,1,1,1,0,1,1,1,2
793800.0,2640.0,2.0,1.0,1,1,1,1,1,1,1,1,0
784000.0,2650.0,3.0,1.0,2,0,1,0,1,1,1,1,2
784000.0,3960.0,3.0,1.0,1,0,1,1,1,1,0,1,0
764400.0,6800.0,2.0,1.0,1,0,1,1,1,1,0,1,2
764400.0,4000.0,3.0,1.0,2,0,1,1,1,1,1,1,2
754600.0,4000.0,2.0,1.0,1,0,1,1,1,1,0,1,2
744800.0,3934.0,2.0,1.0,1,0,1,1,1,1,0,1,2
744800.0,2000.0,2.0,1.0,2,0,1,1,1,1,0,1,1
744800.0,3630.0,3.0,3.0,2,1,0,1,1,1,0,1,2
744800.0,2800.0,3.0,1.0,1,0,1,1,1,1,0,1,2
744800.0,2430.0,3.0,1.0,1,1,1,1,1,1,0,1,2
744800.0,3480.0,2.0,1.0,1,0,1,1,1,1,1,1,1
744800.0,4000.0,3.0,1.0,1,0,1,1,1,1,0,1,1
742840.0,3185.0,2.0,1.0,1,0,1,1,1,0,0,1,2
742840.0,4000.0,3.0,1.0,2,0,1,1,1,0,0,1,2
729120.0,2910.0,2.0,1.0,1,1,1,1,1,1,0,1,2
725200.0,3600.0,2.0,1.0,1,0,1,1,1,1,0,1,2
725200.0,4400.0,2.0,1.0,1,0,1,1,1,1,0,1,2
725200.0,3600.0,2.0,2.0,2,0,1,0,1,1,1,1,0
705600.0,2880.0,3.0,1.0,1,1,1,1,1,1,0,1,2
705600.0,3180.0,3.0,1.0,1,1,1,1,1,1,0,1,2
705600.0,3000.0,2.0,1.0,2,0,1,1,1,1,0,1,0
695800.0,4400.0,3.0,1.0,2,0,1,1,1,1,0,1,2
695800.0,3000.0,3.0,1.0,2,1,1,1,1,1,0,1,1
686000.0,3210.0,3.0,1.0,2,0,1,0,1,1,0,1,2
686000.0,3240.0,2.0,1.0,1,1,0,1,1,1,1,1,2
686000.0,3000.0,2.0,1.0,1,0,1,1,1,1,1,1,2
686000.0,3500.0,2.0,1.0,1,0,0,1,1,1,0,1,2
686000.0,4840.0,2.0,1.0,2,0,1,1,1,1,0,1,2
686000.0,7700.0,2.0,1.0,1,0,1,1,1,1,0,1,2
674240.0,3635.0,2.0,1.0,1,1,1,1,1,1,0,1,2
666400.0,2475.0,3.0,1.0,2,0,1,1,1,1,0,1,0
666400.0,2787.0,4.0,2.0,2,0,1,1,1,1,0,1,0
666400.0,3264.0,2.0,1.0,1,0,1,1,1,1,0,1,2
656600.0,3640.0,2.0,1.0,1,0,1,1,1,1,0,1,2
646800.0,3180.0,2.0,1.0,1,0,1,1,1,1,0,1,2
637000.0,1836.0,2.0,1.0,1,1,1,0,1,1,0,1,1
637000.0,3970.0,1.0,1.0,1,1,1,1,1,1,0,1,2
637000.0,3970.0,3.0,1.0,2,0,1,0,1,1,0,1,2
627200.0,1950.0,3.0,1.0,1,1,1,1,0,1,0,1,2
625240.0,5300.0,3.0,1.0,1,1,1,1,1,0,0,0,2
597800.0,3000.0,2.0,1.0,1,1,1,1,1,1,0,1,2
588000.0,2400.0,3.0,1.0,2,0,1,1,1,1,0,1,2
588000.0,3000.0,4.0,1.0,2,0,1,1,1,1,0,1,2
588000.0,3360.0,2.0,1.0,1,0,1,1,1,1,1,1,2
548800.0,3420.0,5.0,1.0,2,1,1,1,1,1,0,1,2
529200.0,1700.0,3.0,1.0,2,0,1,1,1,1,0,1,2
529200.0,3649.0,2.0,1.0,1,0,1,1,1,1,0,1,2
519400.0,2990.0,2.0,1.0,1,1,1,1,1,1,1,1,2
509600.0,3000.0,2.0,1.0,1,0,1,0,1,1,2,1,2
494802.0,2400.0,3.0,1.0,1,1,1,1,1,1,0,1,1
490000.0,3620.0,2.0,1.0,1,0,1,1,1,1,0,1,2
490000.0,2910.0,3.0,1.0,1,1,1,1,1,1,0,1,0
490000.0,3850.0,3.0,1.0,2,0,1,1,1,1,0,1,2
